year,kpi,doncode,value
2018,KPI_ReachCTP_CPD,DAD001,245
2018,KPI_ReachCTP_CPD,DAL001,0
2018,KPI_ReachCTP_CPD,DAM001,5400
2018,KPI_ReachCTP_CPD,DAR001,21600
2018,KPI_ReachCTP_CPD,DAT001,2828
2018,KPI_ReachCTP_CPD,DAZ001,0
2018,KPI_ReachCTP_CPD,DBA001,134010
2018,KPI_ReachCTP_CPD,DBB001,4
2018,KPI_ReachCTP_CPD,DBD001,234525
2018,KPI_ReachCTP_CPD,DBE001,0
2018,KPI_ReachCTP_CPD,DBF001,4200
2018,KPI_ReachCTP_CPD,DBG001,16143
2018,KPI_ReachCTP_CPD,DBH001,8064
2018,KPI_ReachCTP_CPD,DBI001,3450
2018,KPI_ReachCTP_CPD,DBW001,0
2018,KPI_ReachCTP_CPD,DBY001,1197
2018,KPI_ReachCTP_CPD,DBZ001,0
2018,KPI_ReachCTP_CPD,DCA001,11704
2018,KPI_ReachCTP_CPD,DCD001,2541
2018,KPI_ReachCTP_CPD,DCF001,400
2018,KPI_ReachCTP_CPD,DCG001,0
2018,KPI_ReachCTP_CPD,DCH001,0
2018,KPI_ReachCTP_CPD,DCI001,900
2018,KPI_ReachCTP_CPD,DCL001,837
2018,KPI_ReachCTP_CPD,DCO001,7365
2018,KPI_ReachCTP_CPD,DCR001,12585
2018,KPI_ReachCTP_CPD,DRS001,0
2018,KPI_ReachCTP_CPD,DCU001,0
2018,KPI_ReachCTP_CPD,DCV001,0
2018,KPI_ReachCTP_CPD,DCY001,0
2018,KPI_ReachCTP_CPD,DCZ001,0
2018,KPI_ReachCTP_CPD,DDE001,0
2018,KPI_ReachCTP_CPD,DDK001,28644
2018,KPI_ReachCTP_CPD,DDM001,1940
2018,KPI_ReachCTP_CPD,DEC001,223
2018,KPI_ReachCTP_CPD,DEE001,0
2018,KPI_ReachCTP_CPD,DEG001,3025
2018,KPI_ReachCTP_CPD,DES001,0
2018,KPI_ReachCTP_CPD,DET001,0
2018,KPI_ReachCTP_CPD,DFI001,357
2018,KPI_ReachCTP_CPD,DFJ001,0
2018,KPI_ReachCTP_CPD,DFM001,0
2018,KPI_ReachCTP_CPD,DFR001,0
2018,KPI_ReachCTP_CPD,DGA001,0
2018,KPI_ReachCTP_CPD,DGB001,0
2018,KPI_ReachCTP_CPD,DGE001,0
2018,KPI_ReachCTP_CPD,DGH001,100
2018,KPI_ReachCTP_CPD,DGM001,12153
2018,KPI_ReachCTP_CPD,DGN001,0
2018,KPI_ReachCTP_CPD,DGR001,1516
2018,KPI_ReachCTP_CPD,DGT001,2414
2018,KPI_ReachCTP_CPD,DGW001,303
2018,KPI_ReachCTP_CPD,DGY001,0
2018,KPI_ReachCTP_CPD,DHR001,0
2018,KPI_ReachCTP_CPD,DHU001,0
2018,KPI_ReachCTP_CPD,DID001,2085
2018,KPI_ReachCTP_CPD,DIE001,112
2018,KPI_ReachCTP_CPD,DIL001,0
2018,KPI_ReachCTP_CPD,DIQ001,43489
2018,KPI_ReachCTP_CPD,DIR001,120000
2018,KPI_ReachCTP_CPD,DIS001,0
2018,KPI_ReachCTP_CPD,DJO001,4476
2018,KPI_ReachCTP_CPD,DKE001,52141
2018,KPI_ReachCTP_CPD,DKG001,44055
2018,KPI_ReachCTP_CPD,DKH001,2003
2018,KPI_ReachCTP_CPD,DKM001,0
2018,KPI_ReachCTP_CPD,DKR001,0
2018,KPI_ReachCTP_CPD,DKW001,0
2018,KPI_ReachCTP_CPD,DKZ001,2873
2018,KPI_ReachCTP_CPD,DLA001,6127
2018,KPI_ReachCTP_CPD,DLB001,31257
2018,KPI_ReachCTP_CPD,DLC001,0
2018,KPI_ReachCTP_CPD,DLI001,0
2018,KPI_ReachCTP_CPD,DLK001,14032
2018,KPI_ReachCTP_CPD,DLR001,0
2018,KPI_ReachCTP_CPD,DLS001,0
2018,KPI_ReachCTP_CPD,DLT001,0
2018,KPI_ReachCTP_CPD,DLU001,391
2018,KPI_ReachCTP_CPD,DLV001,0
2018,KPI_ReachCTP_CPD,DLY001,5005
2018,KPI_ReachCTP_CPD,DMA001,0
2018,KPI_ReachCTP_CPD,DMC001,1247
2018,KPI_ReachCTP_CPD,DMD001,0
2018,KPI_ReachCTP_CPD,DME001,0
2018,KPI_ReachCTP_CPD,DMG001,2148
2018,KPI_ReachCTP_CPD,DMK001,0
2018,KPI_ReachCTP_CPD,DML001,15379
2018,KPI_ReachCTP_CPD,DMN001,17093
2018,KPI_ReachCTP_CPD,DMR001,11676
2018,KPI_ReachCTP_CPD,DMT001,0
2018,KPI_ReachCTP_CPD,DMU001,0
2018,KPI_ReachCTP_CPD,DMV001,55
2018,KPI_ReachCTP_CPD,DMW001,6200
2018,KPI_ReachCTP_CPD,DMX001,0
2018,KPI_ReachCTP_CPD,DMY001,0
2018,KPI_ReachCTP_CPD,DMZ001,0
2018,KPI_ReachCTP_CPD,DNA001,0
2018,KPI_ReachCTP_CPD,DNE001,16074
2018,KPI_ReachCTP_CPD,DNG001,53578
2018,KPI_ReachCTP_CPD,DNI001,0
2018,KPI_ReachCTP_CPD,DNL001,0
2018,KPI_ReachCTP_CPD,DNO001,0
2018,KPI_ReachCTP_CPD,DNP001,78551
2018,KPI_ReachCTP_CPD,DNZ001,0
2018,KPI_ReachCTP_CPD,DPA001,1470
2018,KPI_ReachCTP_CPD,DPH001,14124
2018,KPI_ReachCTP_CPD,DPK001,0
2018,KPI_ReachCTP_CPD,DPL001,0
2018,KPI_ReachCTP_CPD,DPS001,0
