year,kpi,doncode,value
2015,KPI_ReachDRER_CPD,DAD001,0
2015,KPI_ReachDRER_CPD,DAF001,184142
2015,KPI_ReachDRER_CPD,DAG001,0
2015,KPI_ReachDRER_CPD,DAL001,19360
2015,KPI_ReachDRER_CPD,DAM001,2294
2015,KPI_ReachDRER_CPD,DAO001,4026
2015,KPI_ReachDRER_CPD,DAR001,265925
2015,KPI_ReachDRER_CPD,DAU001,92328
2015,KPI_ReachDRER_CPD,DAZ001,347
2015,KPI_ReachDRER_CPD,DBA001,11975
2015,KPI_ReachDRER_CPD,DBD001,350000
2015,KPI_ReachDRER_CPD,DBE001,207755
2015,KPI_ReachDRER_CPD,DBF001,9575
2015,KPI_ReachDRER_CPD,DBG001,28894
2015,KPI_ReachDRER_CPD,DBH001,26
2015,KPI_ReachDRER_CPD,DBI001,14634
2015,KPI_ReachDRER_CPD,DBJ001,148150
2015,KPI_ReachDRER_CPD,DBO001,15000
2015,KPI_ReachDRER_CPD,DBR001,2503
2015,KPI_ReachDRER_CPD,DBS001,20907
2015,KPI_ReachDRER_CPD,DBW001,4500
2015,KPI_ReachDRER_CPD,DBY001,27689
2015,KPI_ReachDRER_CPD,DBZ001,1965
2015,KPI_ReachDRER_CPD,DCA001,46973
2015,KPI_ReachDRER_CPD,DCD001,463964
2015,KPI_ReachDRER_CPD,DCF001,750
2015,KPI_ReachDRER_CPD,DCG001,100
2015,KPI_ReachDRER_CPD,DCH001,0
2015,KPI_ReachDRER_CPD,DCI001,22802
2015,KPI_ReachDRER_CPD,DCK001,0
2015,KPI_ReachDRER_CPD,DCL001,4658
2015,KPI_ReachDRER_CPD,DCM001,550000
2015,KPI_ReachDRER_CPD,DCN001,1506144
2015,KPI_ReachDRER_CPD,DCO001,1049631
2015,KPI_ReachDRER_CPD,DCR001,195
2015,KPI_ReachDRER_CPD,DRS001,46000
2015,KPI_ReachDRER_CPD,DCU001,210720
2015,KPI_ReachDRER_CPD,DCV001,3444
2015,KPI_ReachDRER_CPD,DCY001,71041
2015,KPI_ReachDRER_CPD,DCZ001,0
2015,KPI_ReachDRER_CPD,DDE001,415000
2015,KPI_ReachDRER_CPD,DDJ001,32106
2015,KPI_ReachDRER_CPD,DDK001,105000
2015,KPI_ReachDRER_CPD,DDM001,11200
2015,KPI_ReachDRER_CPD,DDO001,42500
2015,KPI_ReachDRER_CPD,DEC001,417390
2015,KPI_ReachDRER_CPD,DEE001,0
2015,KPI_ReachDRER_CPD,DEG001,2e+05
2015,KPI_ReachDRER_CPD,DES001,526133
2015,KPI_ReachDRER_CPD,DET001,534850
2015,KPI_ReachDRER_CPD,DFI001,23156
2015,KPI_ReachDRER_CPD,DFJ001,0
2015,KPI_ReachDRER_CPD,DFM001,3471
2015,KPI_ReachDRER_CPD,DFR001,103415
2015,KPI_ReachDRER_CPD,DGA001,3234
2015,KPI_ReachDRER_CPD,DGB001,76206
2015,KPI_ReachDRER_CPD,DGD001,9
2015,KPI_ReachDRER_CPD,DGE001,5108
2015,KPI_ReachDRER_CPD,DGH001,55006
2015,KPI_ReachDRER_CPD,DGM001,44800
2015,KPI_ReachDRER_CPD,DGN001,10623
2015,KPI_ReachDRER_CPD,DGR001,712995
2015,KPI_ReachDRER_CPD,DGT001,53455
2015,KPI_ReachDRER_CPD,DGW001,53274
2015,KPI_ReachDRER_CPD,DGY001,0
2015,KPI_ReachDRER_CPD,DHN001,354273
2015,KPI_ReachDRER_CPD,DHR001,556150
2015,KPI_ReachDRER_CPD,DHT001,7456
2015,KPI_ReachDRER_CPD,DHU001,301865
2015,KPI_ReachDRER_CPD,DID001,52366
2015,KPI_ReachDRER_CPD,DIE001,0
2015,KPI_ReachDRER_CPD,DIN001,70000
2015,KPI_ReachDRER_CPD,DIQ001,482892
2015,KPI_ReachDRER_CPD,DIR001,931308
2015,KPI_ReachDRER_CPD,DIS001,1209
2015,KPI_ReachDRER_CPD,DJM001,3500
2015,KPI_ReachDRER_CPD,DJO001,426800
2015,KPI_ReachDRER_CPD,DJP001,26635
2015,KPI_ReachDRER_CPD,DKE001,10463772
2015,KPI_ReachDRER_CPD,DKG001,2000
2015,KPI_ReachDRER_CPD,DKH001,54319
2015,KPI_ReachDRER_CPD,DKM001,0
2015,KPI_ReachDRER_CPD,DKN001,50
2015,KPI_ReachDRER_CPD,DKP001,120000
2015,KPI_ReachDRER_CPD,DKR001,14989
2015,KPI_ReachDRER_CPD,DKZ001,20000
2015,KPI_ReachDRER_CPD,DLA001,7515
2015,KPI_ReachDRER_CPD,DLB001,125000
2015,KPI_ReachDRER_CPD,DLC001,150
2015,KPI_ReachDRER_CPD,DLI001,0
2015,KPI_ReachDRER_CPD,DLK001,2e+06
2015,KPI_ReachDRER_CPD,DLR001,14558
2015,KPI_ReachDRER_CPD,DLS001,9000
2015,KPI_ReachDRER_CPD,DLT001,0
2015,KPI_ReachDRER_CPD,DLU001,11890
2015,KPI_ReachDRER_CPD,DLV001,506
2015,KPI_ReachDRER_CPD,DLY001,1500000
2015,KPI_ReachDRER_CPD,DMA001,15000
2015,KPI_ReachDRER_CPD,DMC001,0
2015,KPI_ReachDRER_CPD,DMD001,0
2015,KPI_ReachDRER_CPD,DME001,0
2015,KPI_ReachDRER_CPD,DMG001,206787
2015,KPI_ReachDRER_CPD,DMK001,450000
2015,KPI_ReachDRER_CPD,DML001,80000
2015,KPI_ReachDRER_CPD,DMM001,383581
2015,KPI_ReachDRER_CPD,DMN001,1725
2015,KPI_ReachDRER_CPD,DMR001,50000
2015,KPI_ReachDRER_CPD,DMT001,0
2015,KPI_ReachDRER_CPD,DMV001,1816
2015,KPI_ReachDRER_CPD,DMW001,1100300
2015,KPI_ReachDRER_CPD,DMX001,116714
2015,KPI_ReachDRER_CPD,DMY001,120000
2015,KPI_ReachDRER_CPD,DMZ001,17620
2015,KPI_ReachDRER_CPD,DNA001,24252
2015,KPI_ReachDRER_CPD,DNE001,452000
2015,KPI_ReachDRER_CPD,DNG001,4500000
2015,KPI_ReachDRER_CPD,DNI001,0
2015,KPI_ReachDRER_CPD,DNL001,0
2015,KPI_ReachDRER_CPD,DNO001,0
2015,KPI_ReachDRER_CPD,DNP001,3405445
2015,KPI_ReachDRER_CPD,DNZ001,56676
2015,KPI_ReachDRER_CPD,DPA001,33421
2015,KPI_ReachDRER_CPD,DPE001,7500
2015,KPI_ReachDRER_CPD,DPH001,1639274
2015,KPI_ReachDRER_CPD,DPK001,67000
2015,KPI_ReachDRER_CPD,DPL001,0
2015,KPI_ReachDRER_CPD,DPS001,308183
2015,KPI_ReachDRER_CPD,DPW001,64
2015,KPI_ReachDRER_CPD,DPY001,76122
2015,KPI_ReachDRER_CPD,DQA001,6340330
2015,KPI_ReachDRER_CPD,DRO001,64355
2015,KPI_ReachDRER_CPD,DRU001,180000
2015,KPI_ReachDRER_CPD,DRW001,84891
2015,KPI_ReachDRER_CPD,DSB001,17850
2015,KPI_ReachDRER_CPD,DSC001,2580
2015,KPI_ReachDRER_CPD,DSD001,5492100
2015,KPI_ReachDRER_CPD,DSE001,33250
2015,KPI_ReachDRER_CPD,DSG001,0
2015,KPI_ReachDRER_CPD,DSI001,475465
2015,KPI_ReachDRER_CPD,DSK001,7262
2015,KPI_ReachDRER_CPD,DSL001,10956
2015,KPI_ReachDRER_CPD,DSM001,0
2015,KPI_ReachDRER_CPD,DSN001,91200
2015,KPI_ReachDRER_CPD,DSO001,5900
2015,KPI_ReachDRER_CPD,DSR001,0
2015,KPI_ReachDRER_CPD,DSS001,121318
2015,KPI_ReachDRER_CPD,DST001,40
2015,KPI_ReachDRER_CPD,DSV001,710502
2015,KPI_ReachDRER_CPD,DSY001,9541063
2015,KPI_ReachDRER_CPD,DSZ001,35832
2015,KPI_ReachDRER_CPD,DTD001,148838
2015,KPI_ReachDRER_CPD,DTG001,0
2015,KPI_ReachDRER_CPD,DTH001,2409223
2015,KPI_ReachDRER_CPD,DTJ001,3312
2015,KPI_ReachDRER_CPD,DTL001,47658
2015,KPI_ReachDRER_CPD,DTM001,749
2015,KPI_ReachDRER_CPD,DTN001,1000
2015,KPI_ReachDRER_CPD,DTR001,40064
2015,KPI_ReachDRER_CPD,DTT001,1052
2015,KPI_ReachDRER_CPD,DTZ001,390000
2015,KPI_ReachDRER_CPD,DUA001,9e+05
2015,KPI_ReachDRER_CPD,DUG001,152922
2015,KPI_ReachDRER_CPD,DUS001,240490
2015,KPI_ReachDRER_CPD,DUZ001,184
2015,KPI_ReachDRER_CPD,DVE001,705760
2015,KPI_ReachDRER_CPD,DVN001,3000
2015,KPI_ReachDRER_CPD,DVU001,39915
2015,KPI_ReachDRER_CPD,DWS001,0
2015,KPI_ReachDRER_CPD,DYE001,72000
2015,KPI_ReachDRER_CPD,DZA001,10000
2015,KPI_ReachDRER_CPD,DZM001,22362
2015,KPI_ReachDRER_CPD,DZW001,36330
2015,KPI_ReachLTSPD_CPD,DAD001,2235
2015,KPI_ReachLTSPD_CPD,DAG001,8998
2015,KPI_ReachLTSPD_CPD,DAL001,57705
2015,KPI_ReachLTSPD_CPD,DAM001,16400
2015,KPI_ReachLTSPD_CPD,DAO001,13242
2015,KPI_ReachLTSPD_CPD,DAR001,4613465
2015,KPI_ReachLTSPD_CPD,DAT001,3018381
2015,KPI_ReachLTSPD_CPD,DAU001,540411
2015,KPI_ReachLTSPD_CPD,DAZ001,82403
2015,KPI_ReachLTSPD_CPD,DBA001,236782
2015,KPI_ReachLTSPD_CPD,DBB001,27820
2015,KPI_ReachLTSPD_CPD,DBD001,903621
2015,KPI_ReachLTSPD_CPD,DBE001,709218
2015,KPI_ReachLTSPD_CPD,DBF001,140137
2015,KPI_ReachLTSPD_CPD,DBG001,649706
2015,KPI_ReachLTSPD_CPD,DBH001,8635
2015,KPI_ReachLTSPD_CPD,DBI001,1707198
2015,KPI_ReachLTSPD_CPD,DBJ001,293832
2015,KPI_ReachLTSPD_CPD,DBO001,6330
2015,KPI_ReachLTSPD_CPD,DBR001,218764
2015,KPI_ReachLTSPD_CPD,DBS001,1652
2015,KPI_ReachLTSPD_CPD,DBW001,94070
2015,KPI_ReachLTSPD_CPD,DBY001,155824
2015,KPI_ReachLTSPD_CPD,DBZ001,192555
2015,KPI_ReachLTSPD_CPD,DCA001,4313663
2015,KPI_ReachLTSPD_CPD,DCD001,114237
2015,KPI_ReachLTSPD_CPD,DCF001,7189955
2015,KPI_ReachLTSPD_CPD,DCG001,20000
2015,KPI_ReachLTSPD_CPD,DCH001,532800
2015,KPI_ReachLTSPD_CPD,DCI001,257747
2015,KPI_ReachLTSPD_CPD,DCK001,492
2015,KPI_ReachLTSPD_CPD,DCL001,33192
2015,KPI_ReachLTSPD_CPD,DCM001,4680
2015,KPI_ReachLTSPD_CPD,DCN001,4217202
2015,KPI_ReachLTSPD_CPD,DCO001,314844
2015,KPI_ReachLTSPD_CPD,DCR001,2713340
2015,KPI_ReachLTSPD_CPD,DRS001,9642
2015,KPI_ReachLTSPD_CPD,DCU001,617290
2015,KPI_ReachLTSPD_CPD,DCV001,26101
2015,KPI_ReachLTSPD_CPD,DCY001,76173
2015,KPI_ReachLTSPD_CPD,DCZ001,736093
2015,KPI_ReachLTSPD_CPD,DDE001,10060406
2015,KPI_ReachLTSPD_CPD,DDJ001,41497
2015,KPI_ReachLTSPD_CPD,DDK001,20000
2015,KPI_ReachLTSPD_CPD,DDM001,153
2015,KPI_ReachLTSPD_CPD,DDO001,1840190
2015,KPI_ReachLTSPD_CPD,DEC001,198665
2015,KPI_ReachLTSPD_CPD,DEE001,69162
2015,KPI_ReachLTSPD_CPD,DEG001,680000
2015,KPI_ReachLTSPD_CPD,DES001,8352335
2015,KPI_ReachLTSPD_CPD,DET001,461159
2015,KPI_ReachLTSPD_CPD,DFI001,42590
2015,KPI_ReachLTSPD_CPD,DFJ001,12700
2015,KPI_ReachLTSPD_CPD,DFM001,1225
2015,KPI_ReachLTSPD_CPD,DFR001,1500260
2015,KPI_ReachLTSPD_CPD,DGA001,77562
2015,KPI_ReachLTSPD_CPD,DGB001,670430
2015,KPI_ReachLTSPD_CPD,DGD001,17500
2015,KPI_ReachLTSPD_CPD,DGE001,208715
2015,KPI_ReachLTSPD_CPD,DGH001,1122510
2015,KPI_ReachLTSPD_CPD,DGM001,273714
2015,KPI_ReachLTSPD_CPD,DGN001,34394
2015,KPI_ReachLTSPD_CPD,DGR001,287897
2015,KPI_ReachLTSPD_CPD,DGT001,113978
2015,KPI_ReachLTSPD_CPD,DGW001,116443
2015,KPI_ReachLTSPD_CPD,DGY001,0
2015,KPI_ReachLTSPD_CPD,DHN001,604148
2015,KPI_ReachLTSPD_CPD,DHR001,46059
2015,KPI_ReachLTSPD_CPD,DHT001,391278
2015,KPI_ReachLTSPD_CPD,DHU001,644007
2015,KPI_ReachLTSPD_CPD,DID001,257235
2015,KPI_ReachLTSPD_CPD,DIE001,0
2015,KPI_ReachLTSPD_CPD,DIR001,1231967
2015,KPI_ReachLTSPD_CPD,DIS001,19409
2015,KPI_ReachLTSPD_CPD,DJM001,20000
2015,KPI_ReachLTSPD_CPD,DJO001,391680
2015,KPI_ReachLTSPD_CPD,DJP001,3465675
2015,KPI_ReachLTSPD_CPD,DKE001,18803178
2015,KPI_ReachLTSPD_CPD,DKG001,350925
2015,KPI_ReachLTSPD_CPD,DKH001,773634
2015,KPI_ReachLTSPD_CPD,DKM001,595000
2015,KPI_ReachLTSPD_CPD,DKP001,8868529
2015,KPI_ReachLTSPD_CPD,DKR001,4832534
2015,KPI_ReachLTSPD_CPD,DKZ001,40300
2015,KPI_ReachLTSPD_CPD,DLA001,60362
2015,KPI_ReachLTSPD_CPD,DLB001,648225
2015,KPI_ReachLTSPD_CPD,DLC001,1300
2015,KPI_ReachLTSPD_CPD,DLI001,3010
2015,KPI_ReachLTSPD_CPD,DLK001,1400000
2015,KPI_ReachLTSPD_CPD,DLR001,677847
2015,KPI_ReachLTSPD_CPD,DLS001,66713
2015,KPI_ReachLTSPD_CPD,DLT001,89073
2015,KPI_ReachLTSPD_CPD,DLU001,15223
2015,KPI_ReachLTSPD_CPD,DLV001,174042
2015,KPI_ReachLTSPD_CPD,DLY001,10000
2015,KPI_ReachLTSPD_CPD,DMA001,440000
2015,KPI_ReachLTSPD_CPD,DMC001,15629
2015,KPI_ReachLTSPD_CPD,DMD001,4800
2015,KPI_ReachLTSPD_CPD,DME001,43625
2015,KPI_ReachLTSPD_CPD,DMG001,981714
2015,KPI_ReachLTSPD_CPD,DMK001,15500
2015,KPI_ReachLTSPD_CPD,DML001,608562
2015,KPI_ReachLTSPD_CPD,DMM001,1424796
2015,KPI_ReachLTSPD_CPD,DMN001,1168736
2015,KPI_ReachLTSPD_CPD,DMR001,356917
2015,KPI_ReachLTSPD_CPD,DMT001,2500
2015,KPI_ReachLTSPD_CPD,DMU001,1726
2015,KPI_ReachLTSPD_CPD,DMV001,164935
2015,KPI_ReachLTSPD_CPD,DMW001,482000
2015,KPI_ReachLTSPD_CPD,DMX001,8596652
2015,KPI_ReachLTSPD_CPD,DMY001,85000
2015,KPI_ReachLTSPD_CPD,DMZ001,137660
2015,KPI_ReachLTSPD_CPD,DNA001,250024
2015,KPI_ReachLTSPD_CPD,DNE001,320206
2015,KPI_ReachLTSPD_CPD,DNG001,5e+05
2015,KPI_ReachLTSPD_CPD,DNI001,2958
2015,KPI_ReachLTSPD_CPD,DNL001,0
2015,KPI_ReachLTSPD_CPD,DNO001,0
2015,KPI_ReachLTSPD_CPD,DNP001,1619536
2015,KPI_ReachLTSPD_CPD,DNZ001,115257
2015,KPI_ReachLTSPD_CPD,DPA001,18398
2015,KPI_ReachLTSPD_CPD,DPH001,3582143
2015,KPI_ReachLTSPD_CPD,DPK001,859031
2015,KPI_ReachLTSPD_CPD,DPL001,624493
2015,KPI_ReachLTSPD_CPD,DPS001,355483
2015,KPI_ReachLTSPD_CPD,DPW001,669
2015,KPI_ReachLTSPD_CPD,DPY001,23916
2015,KPI_ReachLTSPD_CPD,DQA001,5490212
2015,KPI_ReachLTSPD_CPD,DRO001,225919
2015,KPI_ReachLTSPD_CPD,DRU001,214000
2015,KPI_ReachLTSPD_CPD,DRW001,742482
2015,KPI_ReachLTSPD_CPD,DSB001,29557
2015,KPI_ReachLTSPD_CPD,DSC001,13314
2015,KPI_ReachLTSPD_CPD,DSD001,3415031
2015,KPI_ReachLTSPD_CPD,DSE001,90200
2015,KPI_ReachLTSPD_CPD,DSG001,159509
2015,KPI_ReachLTSPD_CPD,DSI001,337761
2015,KPI_ReachLTSPD_CPD,DSK001,978478
2015,KPI_ReachLTSPD_CPD,DSL001,277170
2015,KPI_ReachLTSPD_CPD,DSM001,20
2015,KPI_ReachLTSPD_CPD,DSN001,31000
2015,KPI_ReachLTSPD_CPD,DSO001,1647349
2015,KPI_ReachLTSPD_CPD,DSR001,21142
2015,KPI_ReachLTSPD_CPD,DSS001,3627041
2015,KPI_ReachLTSPD_CPD,DST001,103798
2015,KPI_ReachLTSPD_CPD,DSV001,6750
2015,KPI_ReachLTSPD_CPD,DSY001,4995187
2015,KPI_ReachLTSPD_CPD,DSZ001,936773
