year,kpi,doncode,value
2019,KPI_ReachCTP_CPD,DAL001,0
2019,KPI_ReachCTP_CPD,DAM001,4746
2019,KPI_ReachCTP_CPD,DAR001,3800
2019,KPI_ReachCTP_CPD,DAT001,3060
2019,KPI_ReachCTP_CPD,DBA001,2100
2019,KPI_ReachCTP_CPD,DBB001,52
2019,KPI_ReachCTP_CPD,DBD001,129202
2019,KPI_ReachCTP_CPD,DBF001,1906653
2019,KPI_ReachCTP_CPD,DBG001,19616
2019,KPI_ReachCTP_CPD,DBH001,134
2019,KPI_ReachCTP_CPD,DBI001,14976
2019,KPI_ReachCTP_CPD,DBO001,676
2019,KPI_ReachCTP_CPD,DBS001,3055
2019,KPI_ReachCTP_CPD,DBY001,2829
2019,KPI_ReachCTP_CPD,DBZ001,0
2019,KPI_ReachCTP_CPD,DCA001,30700
2019,KPI_ReachCTP_CPD,DCI001,556
2019,KPI_ReachCTP_CPD,DCO001,3648
2019,KPI_ReachCTP_CPD,DRS001,771
2019,KPI_ReachCTP_CPD,DCV001,200
2019,KPI_ReachCTP_CPD,DDK001,0
2019,KPI_ReachCTP_CPD,DEC001,2570
2019,KPI_ReachCTP_CPD,DEE001,0
2019,KPI_ReachCTP_CPD,DEG001,3938
2019,KPI_ReachCTP_CPD,DET001,14332
2019,KPI_ReachCTP_CPD,DFI001,830
2019,KPI_ReachCTP_CPD,DFJ001,0
2019,KPI_ReachCTP_CPD,DGB001,177155
2019,KPI_ReachCTP_CPD,DGN001,5808
2019,KPI_ReachCTP_CPD,DGR001,7699
2019,KPI_ReachCTP_CPD,DGT001,2896
2019,KPI_ReachCTP_CPD,DHN001,926
2019,KPI_ReachCTP_CPD,DHR001,0
2019,KPI_ReachCTP_CPD,DIQ001,5725
2019,KPI_ReachCTP_CPD,DKE001,54579
2019,KPI_ReachCTP_CPD,DKG001,18816
2019,KPI_ReachCTP_CPD,DKH001,2137
2019,KPI_ReachCTP_CPD,DKZ001,3894
2019,KPI_ReachCTP_CPD,DLA001,6127
2019,KPI_ReachCTP_CPD,DLB001,2043
2019,KPI_ReachCTP_CPD,DLK001,1284
2019,KPI_ReachCTP_CPD,DLT001,0
2019,KPI_ReachCTP_CPD,DLU001,196
2019,KPI_ReachCTP_CPD,DLY001,39306
2019,KPI_ReachCTP_CPD,DML001,10368
2019,KPI_ReachCTP_CPD,DMM001,165
2019,KPI_ReachCTP_CPD,DMV001,284
2019,KPI_ReachCTP_CPD,DMW001,5241
2019,KPI_ReachCTP_CPD,DMZ001,1500
2019,KPI_ReachCTP_CPD,DNA001,1211
2019,KPI_ReachCTP_CPD,DNG001,33911
2019,KPI_ReachCTP_CPD,DNI001,1002
2019,KPI_ReachCTP_CPD,DNP001,51976
2019,KPI_ReachCTP_CPD,DPA001,1923
2019,KPI_ReachCTP_CPD,DPH001,1970
2019,KPI_ReachCTP_CPD,DPK001,12880
2019,KPI_ReachCTP_CPD,DPL001,0
2019,KPI_ReachCTP_CPD,DPS001,0
2019,KPI_ReachCTP_CPD,DPY001,3735
2019,KPI_ReachCTP_CPD,DQA001,789
2019,KPI_ReachCTP_CPD,DRO001,0
2019,KPI_ReachCTP_CPD,DSL001,0
2019,KPI_ReachCTP_CPD,DSN001,500
2019,KPI_ReachCTP_CPD,DSO001,246146
2019,KPI_ReachCTP_CPD,DSS001,0
2019,KPI_ReachCTP_CPD,DSV001,5250
2019,KPI_ReachCTP_CPD,DTM001,0
2019,KPI_ReachCTP_CPD,DTR001,2282662
2019,KPI_ReachCTP_CPD,DTT001,2355
2019,KPI_ReachCTP_CPD,DUS001,360000
2019,KPI_ReachCTP_CPD,DUY001,555
2019,KPI_ReachCTP_CPD,DVN001,12586
2019,KPI_ReachCTP_CPD,DYE001,119104
2019,KPI_ReachCTP_CPD,DZA001,0
2019,KPI_ReachCTP_CPD,DZW001,65491
2019,KPI_ReachDRER_CPD,DAF001,380154
2019,KPI_ReachDRER_CPD,DAL001,50000
2019,KPI_ReachDRER_CPD,DAM001,5020
2019,KPI_ReachDRER_CPD,DAR001,196216
2019,KPI_ReachDRER_CPD,DAU001,83715
2019,KPI_ReachDRER_CPD,DBA001,6357
2019,KPI_ReachDRER_CPD,DBD001,1139525
2019,KPI_ReachDRER_CPD,DBE001,1000
2019,KPI_ReachDRER_CPD,DBF001,378302
2019,KPI_ReachDRER_CPD,DBG001,25917
2019,KPI_ReachDRER_CPD,DBH001,20
2019,KPI_ReachDRER_CPD,DBI001,68938
2019,KPI_ReachDRER_CPD,DBJ001,680400
2019,KPI_ReachDRER_CPD,DBO001,1758
2019,KPI_ReachDRER_CPD,DBS001,11801
2019,KPI_ReachDRER_CPD,DBT001,0
2019,KPI_ReachDRER_CPD,DBY001,137447
2019,KPI_ReachDRER_CPD,DBZ001,115
2019,KPI_ReachDRER_CPD,DCA001,67185
2019,KPI_ReachDRER_CPD,DCI001,108720
2019,KPI_ReachDRER_CPD,DCN001,4209987
2019,KPI_ReachDRER_CPD,DCO001,345448
2019,KPI_ReachDRER_CPD,DCR001,193
2019,KPI_ReachDRER_CPD,DRS001,71096
2019,KPI_ReachDRER_CPD,DCU001,1734
2019,KPI_ReachDRER_CPD,DCV001,766
2019,KPI_ReachDRER_CPD,DCZ001,2213
2019,KPI_ReachDRER_CPD,DDK001,30000
2019,KPI_ReachDRER_CPD,DDM001,490
2019,KPI_ReachDRER_CPD,DEC001,1038130
2019,KPI_ReachDRER_CPD,DEE001,0
2019,KPI_ReachDRER_CPD,DEG001,41272
2019,KPI_ReachDRER_CPD,DES001,1559806
2019,KPI_ReachDRER_CPD,DET001,4e+07
2019,KPI_ReachDRER_CPD,DFJ001,0
2019,KPI_ReachDRER_CPD,DFM001,10129
2019,KPI_ReachDRER_CPD,DFR001,86672
2019,KPI_ReachDRER_CPD,DGB001,24812
2019,KPI_ReachDRER_CPD,DGE001,1259
2019,KPI_ReachDRER_CPD,DGH001,15116
2019,KPI_ReachDRER_CPD,DGN001,7125
2019,KPI_ReachDRER_CPD,DGR001,8846
2019,KPI_ReachDRER_CPD,DGT001,9790
2019,KPI_ReachDRER_CPD,DHN001,2222
2019,KPI_ReachDRER_CPD,DHR001,754
2019,KPI_ReachDRER_CPD,DHT001,2250
2019,KPI_ReachDRER_CPD,DIE001,180
2019,KPI_ReachDRER_CPD,DIL001,12469
2019,KPI_ReachDRER_CPD,DIN001,915758
2019,KPI_ReachDRER_CPD,DIQ001,4514874
2019,KPI_ReachDRER_CPD,DIS001,1118
2019,KPI_ReachDRER_CPD,DIT001,14464
2019,KPI_ReachDRER_CPD,DJO001,53657
2019,KPI_ReachDRER_CPD,DJP001,3315
2019,KPI_ReachDRER_CPD,DKE001,1314576
2019,KPI_ReachDRER_CPD,DKG001,64872
2019,KPI_ReachDRER_CPD,DKH001,356725
2019,KPI_ReachDRER_CPD,DKI001,1471
2019,KPI_ReachDRER_CPD,DKN001,14
2019,KPI_ReachDRER_CPD,DKP001,31042
2019,KPI_ReachDRER_CPD,DKR001,91183
2019,KPI_ReachDRER_CPD,DKZ001,5979
2019,KPI_ReachDRER_CPD,DLA001,6140
2019,KPI_ReachDRER_CPD,DLK001,5177
2019,KPI_ReachDRER_CPD,DLR001,257
2019,KPI_ReachDRER_CPD,DLT001,0
2019,KPI_ReachDRER_CPD,DLU001,288
2019,KPI_ReachDRER_CPD,DLY001,440648
2019,KPI_ReachDRER_CPD,DMA001,25000
2019,KPI_ReachDRER_CPD,DME001,0
2019,KPI_ReachDRER_CPD,DML001,12718
2019,KPI_ReachDRER_CPD,DMM001,317462
2019,KPI_ReachDRER_CPD,DMU001,115
2019,KPI_ReachDRER_CPD,DMV001,2703
2019,KPI_ReachDRER_CPD,DMW001,46198
2019,KPI_ReachDRER_CPD,DMY001,303
2019,KPI_ReachDRER_CPD,DMZ001,8256
2019,KPI_ReachDRER_CPD,DNA001,19087
2019,KPI_ReachDRER_CPD,DNG001,1603812
2019,KPI_ReachDRER_CPD,DNI001,51427
2019,KPI_ReachDRER_CPD,DNL001,2530
2019,KPI_ReachDRER_CPD,DNP001,545040
2019,KPI_ReachDRER_CPD,DNZ001,4941
2019,KPI_ReachDRER_CPD,DPA001,2155
2019,KPI_ReachDRER_CPD,DPG001,9796
2019,KPI_ReachDRER_CPD,DPH001,2919693
2019,KPI_ReachDRER_CPD,DPK001,317467
2019,KPI_ReachDRER_CPD,DPL001,4143
2019,KPI_ReachDRER_CPD,DPS001,101752
2019,KPI_ReachDRER_CPD,DPT001,41586
2019,KPI_ReachDRER_CPD,DPY001,38200
2019,KPI_ReachDRER_CPD,DQA001,0
2019,KPI_ReachDRER_CPD,DRO001,0
2019,KPI_ReachDRER_CPD,DSA001,340
2019,KPI_ReachDRER_CPD,DSB001,1054
2019,KPI_ReachDRER_CPD,DSE001,326
2019,KPI_ReachDRER_CPD,DSK001,1674
2019,KPI_ReachDRER_CPD,DSL001,844
2019,KPI_ReachDRER_CPD,DSN001,1250
2019,KPI_ReachDRER_CPD,DSO001,901869
2019,KPI_ReachDRER_CPD,DSS001,21561
2019,KPI_ReachDRER_CPD,DSY001,1874168
2019,KPI_ReachDRER_CPD,DTG001,5893
2019,KPI_ReachDRER_CPD,DTH001,600504
2019,KPI_ReachDRER_CPD,DTM001,179
2019,KPI_ReachDRER_CPD,DTO001,901
2019,KPI_ReachDRER_CPD,DTR001,570385
2019,KPI_ReachDRER_CPD,DTT001,4000
2019,KPI_ReachDRER_CPD,DTV001,925
2019,KPI_ReachDRER_CPD,DUY001,109
2019,KPI_ReachDRER_CPD,DVE001,262624
2019,KPI_ReachDRER_CPD,DVN001,82357
2019,KPI_ReachDRER_CPD,DVU001,569
2019,KPI_ReachDRER_CPD,DWS001,19265
2019,KPI_ReachDRER_CPD,DYE001,682243
2019,KPI_ReachDRER_CPD,DZA001,7272
2019,KPI_ReachDRER_CPD,DZW001,65491
2019,KPI_ReachDRER_CPD,DMR001,1350000
2019,KPI_ReachDRR_CPD,DAL001,85000
2019,KPI_ReachDRR_CPD,DAM001,62
2019,KPI_ReachDRR_CPD,DAR001,88216
2019,KPI_ReachDRR_CPD,DAU001,313477
2019,KPI_ReachDRR_CPD,DBA001,1259
2019,KPI_ReachDRR_CPD,DBB001,55
2019,KPI_ReachDRR_CPD,DBD001,1152483
2019,KPI_ReachDRR_CPD,DBF001,611443
2019,KPI_ReachDRR_CPD,DBG001,415815
2019,KPI_ReachDRR_CPD,DBI001,698987
2019,KPI_ReachDRR_CPD,DBJ001,8404390
2019,KPI_ReachDRR_CPD,DBO001,1758
2019,KPI_ReachDRR_CPD,DBT001,4737
2019,KPI_ReachDRR_CPD,DBY001,75000
2019,KPI_ReachDRR_CPD,DBZ001,7348
2019,KPI_ReachDRR_CPD,DCA001,97635
2019,KPI_ReachDRR_CPD,DCI001,303400
2019,KPI_ReachDRR_CPD,DCO001,640283
2019,KPI_ReachDRR_CPD,DCR001,247
2019,KPI_ReachDRR_CPD,DRS001,14734
2019,KPI_ReachDRR_CPD,DCU001,1062475
2019,KPI_ReachDRR_CPD,DCV001,843
2019,KPI_ReachDRR_CPD,DDK001,0
2019,KPI_ReachDRR_CPD,DDM001,67
2019,KPI_ReachDRR_CPD,DEC001,192485
2019,KPI_ReachDRR_CPD,DEE001,0
2019,KPI_ReachDRR_CPD,DEG001,104345
2019,KPI_ReachDRR_CPD,DET001,6260117
2019,KPI_ReachDRR_CPD,DFJ001,264
2019,KPI_ReachDRR_CPD,DFM001,2138
2019,KPI_ReachDRR_CPD,DGB001,7200
2019,KPI_ReachDRR_CPD,DGE001,182152
2019,KPI_ReachDRR_CPD,DGH001,37582
2019,KPI_ReachDRR_CPD,DGN001,197798
2019,KPI_ReachDRR_CPD,DGR001,886
