doncode,year,kpi,value
DAF001,2018,KPI_Climate_CPD,
DAF001,2018,KPI_ClimateHeat_CPD,
DAF001,2018,KPI_ReachCTP_CPD,
DAF001,2018,KPI_ReachDRER_CPD,50494
DAF001,2018,KPI_ReachDRR_CPD,625
DAF001,2018,KPI_ReachH_CPD,3515120
DAF001,2018,KPI_ReachHI_CPD,
DAF001,2018,KPI_ReachHPM_CPD,
DAF001,2018,KPI_ReachL_CPD,
DAF001,2018,KPI_ReachLTSPD_CPD,3568183
DAF001,2018,KPI_ReachM_CPD,
DAF001,2018,KPI_ReachRCRCEd_CPD,
DAF001,2018,KPI_ReachS_CPD,
DAF001,2018,KPI_ReachSI_CPD,
DAF001,2018,KPI_ReachWASH_CPD,
DAF001,2018,KPI_TrainFA_Tot,1020
DAF001,2018,KPI_DonBlood_Tot,0
DAF001,2018,KPI_PeopleVol_Tot,31416
DAF001,2018,KPI_PStaff_Tot,2195
DAF001,2018,KPI_noLocalUnits,122
DAF001,2018,KPI_IncomeLC_CHF,18033703
DAF001,2018,KPI_expenditureLC_CHF,18472487
DAL001,2018,KPI_Climate_CPD,
DAL001,2018,KPI_ClimateHeat_CPD,
DAL001,2018,KPI_ReachCTP_CPD,0
DAL001,2018,KPI_ReachDRER_CPD,18525
DAL001,2018,KPI_ReachDRR_CPD,77950
DAL001,2018,KPI_ReachH_CPD,140000
DAL001,2018,KPI_ReachHI_CPD,
DAL001,2018,KPI_ReachHPM_CPD,
DAL001,2018,KPI_ReachL_CPD,12800
DAL001,2018,KPI_ReachLTSPD_CPD,260000
DAL001,2018,KPI_ReachM_CPD,0
DAL001,2018,KPI_ReachRCRCEd_CPD,
DAL001,2018,KPI_ReachS_CPD,0
DAL001,2018,KPI_ReachSI_CPD,34150
DAL001,2018,KPI_ReachWASH_CPD,47000
DAL001,2018,KPI_TrainFA_Tot,62709
DAL001,2018,KPI_DonBlood_Tot,6531
DAL001,2018,KPI_PeopleVol_Tot,2445
DAL001,2018,KPI_PStaff_Tot,53
DAL001,2018,KPI_noLocalUnits,39
DAL001,2018,KPI_IncomeLC_CHF,1555610
DAL001,2018,KPI_expenditureLC_CHF,1348786
DDZ001,2018,KPI_Climate_CPD,
DDZ001,2018,KPI_ClimateHeat_CPD,
DDZ001,2018,KPI_ReachCTP_CPD,
DDZ001,2018,KPI_ReachDRER_CPD,
DDZ001,2018,KPI_ReachDRR_CPD,
DDZ001,2018,KPI_ReachH_CPD,
DDZ001,2018,KPI_ReachHI_CPD,
DDZ001,2018,KPI_ReachHPM_CPD,
DDZ001,2018,KPI_ReachL_CPD,
DDZ001,2018,KPI_ReachLTSPD_CPD,
DDZ001,2018,KPI_ReachM_CPD,
DDZ001,2018,KPI_ReachRCRCEd_CPD,
DDZ001,2018,KPI_ReachS_CPD,
DDZ001,2018,KPI_ReachSI_CPD,
DDZ001,2018,KPI_ReachWASH_CPD,
DDZ001,2018,KPI_TrainFA_Tot,
DDZ001,2018,KPI_DonBlood_Tot,
DDZ001,2018,KPI_PeopleVol_Tot,
DDZ001,2018,KPI_PStaff_Tot,
DDZ001,2018,KPI_noLocalUnits,248
DDZ001,2018,KPI_IncomeLC_CHF,
DDZ001,2018,KPI_expenditureLC_CHF,
DUS001,2018,KPI_Climate_CPD,
DUS001,2018,KPI_ClimateHeat_CPD,
DUS001,2018,KPI_ReachCTP_CPD,2308469
DUS001,2018,KPI_ReachDRER_CPD,0
DUS001,2018,KPI_ReachDRR_CPD,1107604
DUS001,2018,KPI_ReachH_CPD,7609104
DUS001,2018,KPI_ReachHI_CPD,
DUS001,2018,KPI_ReachHPM_CPD,
DUS001,2018,KPI_ReachL_CPD,2308469
DUS001,2018,KPI_ReachLTSPD_CPD,9241810
DUS001,2018,KPI_ReachM_CPD,0
DUS001,2018,KPI_ReachRCRCEd_CPD,
DUS001,2018,KPI_ReachS_CPD,0
DUS001,2018,KPI_ReachSI_CPD,0
DUS001,2018,KPI_ReachWASH_CPD,0
DUS001,2018,KPI_TrainFA_Tot,2283480
DUS001,2018,KPI_DonBlood_Tot,2662986
DUS001,2018,KPI_PeopleVol_Tot,372000
DUS001,2018,KPI_PStaff_Tot,19649
DUS001,2018,KPI_noLocalUnits,263
DUS001,2018,KPI_IncomeLC_CHF,3656907945
DUS001,2018,KPI_expenditureLC_CHF,3193027912
DAD001,2018,KPI_Climate_CPD,
DAD001,2018,KPI_ClimateHeat_CPD,
DAD001,2018,KPI_ReachCTP_CPD,245
DAD001,2018,KPI_ReachDRER_CPD,0
DAD001,2018,KPI_ReachDRR_CPD,723
DAD001,2018,KPI_ReachH_CPD,
DAD001,2018,KPI_ReachHI_CPD,
DAD001,2018,KPI_ReachHPM_CPD,
DAD001,2018,KPI_ReachL_CPD,
DAD001,2018,KPI_ReachLTSPD_CPD,465
DAD001,2018,KPI_ReachM_CPD,
DAD001,2018,KPI_ReachRCRCEd_CPD,
DAD001,2018,KPI_ReachS_CPD,
DAD001,2018,KPI_ReachSI_CPD,1117
DAD001,2018,KPI_ReachWASH_CPD,
DAD001,2018,KPI_TrainFA_Tot,2901
DAD001,2018,KPI_DonBlood_Tot,1084
DAD001,2018,KPI_PeopleVol_Tot,157
DAD001,2018,KPI_PStaff_Tot,20
DAD001,2018,KPI_noLocalUnits,1
DAD001,2018,KPI_IncomeLC_CHF,1177623
DAD001,2018,KPI_expenditureLC_CHF,1379745
DAO001,2018,KPI_Climate_CPD,
DAO001,2018,KPI_ClimateHeat_CPD,
DAO001,2018,KPI_ReachCTP_CPD,
DAO001,2018,KPI_ReachDRER_CPD,
DAO001,2018,KPI_ReachDRR_CPD,
DAO001,2018,KPI_ReachH_CPD,1000
DAO001,2018,KPI_ReachHI_CPD,
DAO001,2018,KPI_ReachHPM_CPD,
DAO001,2018,KPI_ReachL_CPD,
DAO001,2018,KPI_ReachLTSPD_CPD,1000
DAO001,2018,KPI_ReachM_CPD,
DAO001,2018,KPI_ReachRCRCEd_CPD,
DAO001,2018,KPI_ReachS_CPD,
DAO001,2018,KPI_ReachSI_CPD,
DAO001,2018,KPI_ReachWASH_CPD,
DAO001,2018,KPI_TrainFA_Tot,
DAO001,2018,KPI_DonBlood_Tot,0
DAO001,2018,KPI_PeopleVol_Tot,100
DAO001,2018,KPI_PStaff_Tot,84
DAO001,2018,KPI_noLocalUnits,19
DAO001,2018,KPI_IncomeLC_CHF,538776
DAO001,2018,KPI_expenditureLC_CHF,
DAG001,2018,KPI_Climate_CPD,
DAG001,2018,KPI_ClimateHeat_CPD,
DAG001,2018,KPI_ReachCTP_CPD,
DAG001,2018,KPI_ReachDRER_CPD,
DAG001,2018,KPI_ReachDRR_CPD,
DAG001,2018,KPI_ReachH_CPD,
DAG001,2018,KPI_ReachHI_CPD,
DAG001,2018,KPI_ReachHPM_CPD,
DAG001,2018,KPI_ReachL_CPD,
DAG001,2018,KPI_ReachLTSPD_CPD,
DAG001,2018,KPI_ReachM_CPD,
DAG001,2018,KPI_ReachRCRCEd_CPD,
DAG001,2018,KPI_ReachS_CPD,
DAG001,2018,KPI_ReachSI_CPD,
DAG001,2018,KPI_ReachWASH_CPD,
DAG001,2018,KPI_TrainFA_Tot,
DAG001,2018,KPI_DonBlood_Tot,0
DAG001,2018,KPI_PeopleVol_Tot,143
DAG001,2018,KPI_PStaff_Tot,8
DAG001,2018,KPI_noLocalUnits,1
DAG001,2018,KPI_IncomeLC_CHF,
DAG001,2018,KPI_expenditureLC_CHF,
DAR001,2018,KPI_Climate_CPD,
DAR001,2018,KPI_ClimateHeat_CPD,
DAR001,2018,KPI_ReachCTP_CPD,21600
DAR001,2018,KPI_ReachDRER_CPD,38052
DAR001,2018,KPI_ReachDRR_CPD,64800
DAR001,2018,KPI_ReachH_CPD,59006
DAR001,2018,KPI_ReachHI_CPD,
DAR001,2018,KPI_ReachHPM_CPD,
DAR001,2018,KPI_ReachL_CPD,10000
DAR001,2018,KPI_ReachLTSPD_CPD,65978
DAR001,2018,KPI_ReachM_CPD,0
DAR001,2018,KPI_ReachRCRCEd_CPD,
DAR001,2018,KPI_ReachS_CPD,14000
DAR001,2018,KPI_ReachSI_CPD,15958
DAR001,2018,KPI_ReachWASH_CPD,40700
DAR001,2018,KPI_TrainFA_Tot,67727
DAR001,2018,KPI_DonBlood_Tot,0
DAR001,2018,KPI_PeopleVol_Tot,6501
DAR001,2018,KPI_PStaff_Tot,1719
DAR001,2018,KPI_noLocalUnits,65
DAR001,2018,KPI_IncomeLC_CHF,20381730
DAR001,2018,KPI_expenditureLC_CHF,20134027
DAM001,2018,KPI_Climate_CPD,
DAM001,2018,KPI_ClimateHeat_CPD,
DAM001,2018,KPI_ReachCTP_CPD,5400
DAM001,2018,KPI_ReachDRER_CPD,5105
DAM001,2018,KPI_ReachDRR_CPD,103950
DAM001,2018,KPI_ReachH_CPD,175128
DAM001,2018,KPI_ReachHI_CPD,
DAM001,2018,KPI_ReachHPM_CPD,
DAM001,2018,KPI_ReachL_CPD,339
DAM001,2018,KPI_ReachLTSPD_CPD,81601
DAM001,2018,KPI_ReachM_CPD,2692
DAM001,2018,KPI_ReachRCRCEd_CPD,
DAM001,2018,KPI_ReachS_CPD,349
DAM001,2018,KPI_ReachSI_CPD,1710
DAM001,2018,KPI_ReachWASH_CPD,0
DAM001,2018,KPI_TrainFA_Tot,1600
DAM001,2018,KPI_DonBlood_Tot,0
DAM001,2018,KPI_PeopleVol_Tot,1802
DAM001,2018,KPI_PStaff_Tot,53
