doncode,year,kpi,value
DAF001,2015,KPI_Climate_CPD,
DAF001,2015,KPI_ClimateHeat_CPD,
DAF001,2015,KPI_ReachCTP_CPD,
DAF001,2015,KPI_ReachDRER_CPD,184142
DAF001,2015,KPI_ReachDRR_CPD,
DAF001,2015,KPI_ReachH_CPD,
DAF001,2015,KPI_ReachHI_CPD,
DAF001,2015,KPI_ReachHPM_CPD,
DAF001,2015,KPI_ReachL_CPD,
DAF001,2015,KPI_ReachLTSPD_CPD,
DAF001,2015,KPI_ReachM_CPD,
DAF001,2015,KPI_ReachRCRCEd_CPD,
DAF001,2015,KPI_ReachS_CPD,
DAF001,2015,KPI_ReachSI_CPD,
DAF001,2015,KPI_ReachWASH_CPD,
DAF001,2015,KPI_TrainFA_Tot,
DAF001,2015,KPI_DonBlood_Tot,2450
DAF001,2015,KPI_GB_Tot,
DAF001,2015,KPI_PeopleVol_Tot,29154
DAF001,2015,KPI_PStaff_Tot,2040
DAF001,2015,KPI_noLocalUnits,41
DAF001,2015,KPI_IncomeLC_CHF,10882804
DAF001,2015,KPI_expenditureLC_CHF,10705976
DAL001,2015,KPI_Climate_CPD,
DAL001,2015,KPI_ClimateHeat_CPD,
DAL001,2015,KPI_ReachCTP_CPD,
DAL001,2015,KPI_ReachDRER_CPD,19360
DAL001,2015,KPI_ReachDRR_CPD,
DAL001,2015,KPI_ReachH_CPD,
DAL001,2015,KPI_ReachHI_CPD,
DAL001,2015,KPI_ReachHPM_CPD,
DAL001,2015,KPI_ReachL_CPD,
DAL001,2015,KPI_ReachLTSPD_CPD,57705
DAL001,2015,KPI_ReachM_CPD,
DAL001,2015,KPI_ReachRCRCEd_CPD,
DAL001,2015,KPI_ReachS_CPD,
DAL001,2015,KPI_ReachSI_CPD,
DAL001,2015,KPI_ReachWASH_CPD,
DAL001,2015,KPI_TrainFA_Tot,
DAL001,2015,KPI_DonBlood_Tot,6386
DAL001,2015,KPI_GB_Tot,
DAL001,2015,KPI_PeopleVol_Tot,2442
DAL001,2015,KPI_PStaff_Tot,52
DAL001,2015,KPI_noLocalUnits,39
DAL001,2015,KPI_IncomeLC_CHF,1993807
DAL001,2015,KPI_expenditureLC_CHF,1718869
DDZ001,2015,KPI_Climate_CPD,
DDZ001,2015,KPI_ClimateHeat_CPD,
DDZ001,2015,KPI_ReachCTP_CPD,
DDZ001,2015,KPI_ReachDRER_CPD,
DDZ001,2015,KPI_ReachDRR_CPD,
DDZ001,2015,KPI_ReachH_CPD,
DDZ001,2015,KPI_ReachHI_CPD,
DDZ001,2015,KPI_ReachHPM_CPD,
DDZ001,2015,KPI_ReachL_CPD,
DDZ001,2015,KPI_ReachLTSPD_CPD,
DDZ001,2015,KPI_ReachM_CPD,
