doncode,year,kpi,value
DAF001,2013,KPI_Climate_CPD,
DAF001,2013,KPI_ClimateHeat_CPD,
DAF001,2013,KPI_ReachCTP_CPD,
DAF001,2013,KPI_ReachDRER_CPD,33383
DAF001,2013,KPI_ReachDRR_CPD,
DAF001,2013,KPI_ReachH_CPD,
DAF001,2013,KPI_ReachHI_CPD,
DAF001,2013,KPI_ReachHPM_CPD,
DAF001,2013,KPI_ReachL_CPD,
DAF001,2013,KPI_ReachLTSPD_CPD,438650
DAF001,2013,KPI_ReachM_CPD,
DAF001,2013,KPI_ReachRCRCEd_CPD,
DAF001,2013,KPI_ReachS_CPD,
DAF001,2013,KPI_ReachSI_CPD,
DAF001,2013,KPI_ReachWASH_CPD,
DAF001,2013,KPI_TrainFA_Tot,
DAF001,2013,KPI_DonBlood_Tot,440
DAF001,2013,KPI_PeopleVol_Tot,23440
DAF001,2013,KPI_PStaff_Tot,1717
DAF001,2013,KPI_noLocalUnits,41
DAF001,2013,KPI_IncomeLC_CHF,13104183
DAF001,2013,KPI_expenditureLC_CHF,11668635
DAL001,2013,KPI_Climate_CPD,
DAL001,2013,KPI_ClimateHeat_CPD,
DAL001,2013,KPI_ReachCTP_CPD,
DAL001,2013,KPI_ReachDRER_CPD,
DAL001,2013,KPI_ReachDRR_CPD,
DAL001,2013,KPI_ReachH_CPD,
DAL001,2013,KPI_ReachHI_CPD,
DAL001,2013,KPI_ReachHPM_CPD,
DAL001,2013,KPI_ReachL_CPD,
DAL001,2013,KPI_ReachLTSPD_CPD,
DAL001,2013,KPI_ReachM_CPD,
DAL001,2013,KPI_ReachRCRCEd_CPD,
DAL001,2013,KPI_ReachS_CPD,
DAL001,2013,KPI_ReachSI_CPD,
DAL001,2013,KPI_ReachWASH_CPD,
DAL001,2013,KPI_TrainFA_Tot,
DAL001,2013,KPI_DonBlood_Tot,0
DAL001,2013,KPI_PeopleVol_Tot,2737
DAL001,2013,KPI_PStaff_Tot,47
DAL001,2013,KPI_noLocalUnits,39
DAL001,2013,KPI_IncomeLC_CHF,1251032
DAL001,2013,KPI_expenditureLC_CHF,1181341
DDZ001,2013,KPI_Climate_CPD,
DDZ001,2013,KPI_ClimateHeat_CPD,
DDZ001,2013,KPI_ReachCTP_CPD,
DDZ001,2013,KPI_ReachDRER_CPD,
DDZ001,2013,KPI_ReachDRR_CPD,
DDZ001,2013,KPI_ReachH_CPD,
DDZ001,2013,KPI_ReachHI_CPD,
