doncode,year,kpi,value
DAF001,2016,KPI_Climate_CPD,
DAF001,2016,KPI_ClimateHeat_CPD,
DAF001,2016,KPI_ReachCTP_CPD,589775
DAF001,2016,KPI_ReachDRER_CPD,66458
DAF001,2016,KPI_ReachDRR_CPD,0
DAF001,2016,KPI_ReachH_CPD,0
DAF001,2016,KPI_ReachHI_CPD,
DAF001,2016,KPI_ReachHPM_CPD,
DAF001,2016,KPI_ReachL_CPD,10892
DAF001,2016,KPI_ReachLTSPD_CPD,0
DAF001,2016,KPI_ReachM_CPD,0
DAF001,2016,KPI_ReachRCRCEd_CPD,
DAF001,2016,KPI_ReachS_CPD,0
DAF001,2016,KPI_ReachSI_CPD,3157384
DAF001,2016,KPI_ReachWASH_CPD,0
DAF001,2016,KPI_TrainFA_Tot,4020
DAF001,2016,KPI_DonBlood_Tot,178
DAF001,2016,KPI_PeopleVol_Tot,28955
DAF001,2016,KPI_PStaff_Tot,2247
DAF001,2016,KPI_noLocalUnits,58
DAF001,2016,KPI_IncomeLC_CHF,19944293
DAF001,2016,KPI_expenditureLC_CHF,20542103
DAL001,2016,KPI_Climate_CPD,
DAL001,2016,KPI_ClimateHeat_CPD,
DAL001,2016,KPI_ReachCTP_CPD,0
DAL001,2016,KPI_ReachDRER_CPD,24520
DAL001,2016,KPI_ReachDRR_CPD,39000
DAL001,2016,KPI_ReachH_CPD,132770
DAL001,2016,KPI_ReachHI_CPD,
DAL001,2016,KPI_ReachHPM_CPD,
DAL001,2016,KPI_ReachL_CPD,0
DAL001,2016,KPI_ReachLTSPD_CPD,48235
DAL001,2016,KPI_ReachM_CPD,260
DAL001,2016,KPI_ReachRCRCEd_CPD,
DAL001,2016,KPI_ReachS_CPD,0
DAL001,2016,KPI_ReachSI_CPD,2541
DAL001,2016,KPI_ReachWASH_CPD,0
DAL001,2016,KPI_TrainFA_Tot,53259
DAL001,2016,KPI_DonBlood_Tot,6181
DAL001,2016,KPI_PeopleVol_Tot,2442
DAL001,2016,KPI_PStaff_Tot,54
DAL001,2016,KPI_noLocalUnits,39
DAL001,2016,KPI_IncomeLC_CHF,1348774
DAL001,2016,KPI_expenditureLC_CHF,1087271
DDZ001,2016,KPI_Climate_CPD,
DDZ001,2016,KPI_ClimateHeat_CPD,
DDZ001,2016,KPI_ReachCTP_CPD,
DDZ001,2016,KPI_ReachDRER_CPD,
DDZ001,2016,KPI_ReachDRR_CPD,
DDZ001,2016,KPI_ReachH_CPD,
DDZ001,2016,KPI_ReachHI_CPD,
DDZ001,2016,KPI_ReachHPM_CPD,
DDZ001,2016,KPI_ReachL_CPD,
DDZ001,2016,KPI_ReachLTSPD_CPD,
DDZ001,2016,KPI_ReachM_CPD,
DDZ001,2016,KPI_ReachRCRCEd_CPD,
DDZ001,2016,KPI_ReachS_CPD,
DDZ001,2016,KPI_ReachSI_CPD,
DDZ001,2016,KPI_ReachWASH_CPD,
DDZ001,2016,KPI_TrainFA_Tot,
DDZ001,2016,KPI_DonBlood_Tot,
DDZ001,2016,KPI_PeopleVol_Tot,
DDZ001,2016,KPI_PStaff_Tot,
DDZ001,2016,KPI_noLocalUnits,48
DDZ001,2016,KPI_IncomeLC_CHF,
DDZ001,2016,KPI_expenditureLC_CHF,
DUS001,2016,KPI_Climate_CPD,
DUS001,2016,KPI_ClimateHeat_CPD,
DUS001,2016,KPI_ReachCTP_CPD,82231
DUS001,2016,KPI_ReachDRER_CPD,296106
DUS001,2016,KPI_ReachDRR_CPD,373693
DUS001,2016,KPI_ReachH_CPD,3945270
DUS001,2016,KPI_ReachHI_CPD,
DUS001,2016,KPI_ReachHPM_CPD,
DUS001,2016,KPI_ReachL_CPD,82231
DUS001,2016,KPI_ReachLTSPD_CPD,4288126
DUS001,2016,KPI_ReachM_CPD,0
DUS001,2016,KPI_ReachRCRCEd_CPD,
DUS001,2016,KPI_ReachS_CPD,56850
DUS001,2016,KPI_ReachSI_CPD,0
DUS001,2016,KPI_ReachWASH_CPD,0
DUS001,2016,KPI_TrainFA_Tot,2302312
DUS001,2016,KPI_DonBlood_Tot,2720640
DUS001,2016,KPI_PeopleVol_Tot,313889
DUS001,2016,KPI_PStaff_Tot,20817
DUS001,2016,KPI_noLocalUnits,264
DUS001,2016,KPI_IncomeLC_CHF,2604913535
DUS001,2016,KPI_expenditureLC_CHF,2665039850
DAD001,2016,KPI_Climate_CPD,
DAD001,2016,KPI_ClimateHeat_CPD,
DAD001,2016,KPI_ReachCTP_CPD,0
DAD001,2016,KPI_ReachDRER_CPD,0
DAD001,2016,KPI_ReachDRR_CPD,0
DAD001,2016,KPI_ReachH_CPD,1903
DAD001,2016,KPI_ReachHI_CPD,
DAD001,2016,KPI_ReachHPM_CPD,
DAD001,2016,KPI_ReachL_CPD,0
DAD001,2016,KPI_ReachLTSPD_CPD,1903
DAD001,2016,KPI_ReachM_CPD,11
DAD001,2016,KPI_ReachRCRCEd_CPD,
DAD001,2016,KPI_ReachS_CPD,0
DAD001,2016,KPI_ReachSI_CPD,221
DAD001,2016,KPI_ReachWASH_CPD,101
DAD001,2016,KPI_TrainFA_Tot,2257
DAD001,2016,KPI_DonBlood_Tot,1028
DAD001,2016,KPI_PeopleVol_Tot,149
DAD001,2016,KPI_PStaff_Tot,23
DAD001,2016,KPI_noLocalUnits,1
DAD001,2016,KPI_IncomeLC_CHF,2029149
DAD001,2016,KPI_expenditureLC_CHF,951104
DAO001,2016,KPI_Climate_CPD,
DAO001,2016,KPI_ClimateHeat_CPD,
DAO001,2016,KPI_ReachCTP_CPD,
DAO001,2016,KPI_ReachDRER_CPD,85114
DAO001,2016,KPI_ReachDRR_CPD,3385
DAO001,2016,KPI_ReachH_CPD,104416
DAO001,2016,KPI_ReachHI_CPD,
DAO001,2016,KPI_ReachHPM_CPD,
DAO001,2016,KPI_ReachL_CPD,
DAO001,2016,KPI_ReachLTSPD_CPD,
DAO001,2016,KPI_ReachM_CPD,
DAO001,2016,KPI_ReachRCRCEd_CPD,
DAO001,2016,KPI_ReachS_CPD,
DAO001,2016,KPI_ReachSI_CPD,
DAO001,2016,KPI_ReachWASH_CPD,
DAO001,2016,KPI_TrainFA_Tot,394
DAO001,2016,KPI_DonBlood_Tot,1464
DAO001,2016,KPI_PeopleVol_Tot,7170
DAO001,2016,KPI_PStaff_Tot,84
DAO001,2016,KPI_noLocalUnits,19
DAO001,2016,KPI_IncomeLC_CHF,957907
DAO001,2016,KPI_expenditureLC_CHF,980141
DAG001,2016,KPI_Climate_CPD,
DAG001,2016,KPI_ClimateHeat_CPD,
DAG001,2016,KPI_ReachCTP_CPD,0
DAG001,2016,KPI_ReachDRER_CPD,18
DAG001,2016,KPI_ReachDRR_CPD,107
DAG001,2016,KPI_ReachH_CPD,171
DAG001,2016,KPI_ReachHI_CPD,
DAG001,2016,KPI_ReachHPM_CPD,
DAG001,2016,KPI_ReachL_CPD,0
DAG001,2016,KPI_ReachLTSPD_CPD,0
DAG001,2016,KPI_ReachM_CPD,18
DAG001,2016,KPI_ReachRCRCEd_CPD,
DAG001,2016,KPI_ReachS_CPD,0
DAG001,2016,KPI_ReachSI_CPD,0
DAG001,2016,KPI_ReachWASH_CPD,0
DAG001,2016,KPI_TrainFA_Tot,565
DAG001,2016,KPI_DonBlood_Tot,120
DAG001,2016,KPI_PeopleVol_Tot,282
DAG001,2016,KPI_PStaff_Tot,5
DAG001,2016,KPI_noLocalUnits,2
DAG001,2016,KPI_IncomeLC_CHF,220330
DAG001,2016,KPI_expenditureLC_CHF,316444
DAR001,2016,KPI_Climate_CPD,
DAR001,2016,KPI_ClimateHeat_CPD,
DAR001,2016,KPI_ReachCTP_CPD,9000
DAR001,2016,KPI_ReachDRER_CPD,135300
DAR001,2016,KPI_ReachDRR_CPD,78972
DAR001,2016,KPI_ReachH_CPD,97612
DAR001,2016,KPI_ReachHI_CPD,
DAR001,2016,KPI_ReachHPM_CPD,
DAR001,2016,KPI_ReachL_CPD,0
DAR001,2016,KPI_ReachLTSPD_CPD,351261
DAR001,2016,KPI_ReachM_CPD,0
DAR001,2016,KPI_ReachRCRCEd_CPD,
DAR001,2016,KPI_ReachS_CPD,3425
DAR001,2016,KPI_ReachSI_CPD,21369
DAR001,2016,KPI_ReachWASH_CPD,27160
DAR001,2016,KPI_TrainFA_Tot,80497
DAR001,2016,KPI_DonBlood_Tot,980
DAR001,2016,KPI_PeopleVol_Tot,9756
DAR001,2016,KPI_PStaff_Tot,1685
DAR001,2016,KPI_noLocalUnits,65
DAR001,2016,KPI_IncomeLC_CHF,25304417
DAR001,2016,KPI_expenditureLC_CHF,24655299
DAM001,2016,KPI_Climate_CPD,
DAM001,2016,KPI_ClimateHeat_CPD,
DAM001,2016,KPI_ReachCTP_CPD,614
DAM001,2016,KPI_ReachDRER_CPD,614
DAM001,2016,KPI_ReachDRR_CPD,410000
DAM001,2016,KPI_ReachH_CPD,33700
DAM001,2016,KPI_ReachHI_CPD,
DAM001,2016,KPI_ReachHPM_CPD,
DAM001,2016,KPI_ReachL_CPD,1284
DAM001,2016,KPI_ReachLTSPD_CPD,371673
DAM001,2016,KPI_ReachM_CPD,1664
DAM001,2016,KPI_ReachRCRCEd_CPD,
DAM001,2016,KPI_ReachS_CPD,0
DAM001,2016,KPI_ReachSI_CPD,889
DAM001,2016,KPI_ReachWASH_CPD,0
DAM001,2016,KPI_TrainFA_Tot,1498
DAM001,2016,KPI_DonBlood_Tot,0
DAM001,2016,KPI_PeopleVol_Tot,2520
DAM001,2016,KPI_PStaff_Tot,41
DAM001,2016,KPI_noLocalUnits,64
DAM001,2016,KPI_IncomeLC_CHF,2251666
DAM001,2016,KPI_expenditureLC_CHF,2331406
DAU001,2016,KPI_Climate_CPD,
DAU001,2016,KPI_ClimateHeat_CPD,
DAU001,2016,KPI_ReachCTP_CPD,12999
DAU001,2016,KPI_ReachDRER_CPD,3233959
DAU001,2016,KPI_ReachDRR_CPD,3238016
DAU001,2016,KPI_ReachH_CPD,
DAU001,2016,KPI_ReachHI_CPD,
DAU001,2016,KPI_ReachHPM_CPD,
DAU001,2016,KPI_ReachL_CPD,3935
DAU001,2016,KPI_ReachLTSPD_CPD,112437
DAU001,2016,KPI_ReachM_CPD,7276
DAU001,2016,KPI_ReachRCRCEd_CPD,
DAU001,2016,KPI_ReachS_CPD,1081
DAU001,2016,KPI_ReachSI_CPD,33920
DAU001,2016,KPI_ReachWASH_CPD,
DAU001,2016,KPI_TrainFA_Tot,47112
DAU001,2016,KPI_DonBlood_Tot,469006
DAU001,2016,KPI_PeopleVol_Tot,22716
DAU001,2016,KPI_PStaff_Tot,6152
DAU001,2016,KPI_noLocalUnits,1063
DAU001,2016,KPI_IncomeLC_CHF,646089211
DAU001,2016,KPI_expenditureLC_CHF,631187777
DAT001,2016,KPI_Climate_CPD,
DAT001,2016,KPI_ClimateHeat_CPD,
DAT001,2016,KPI_ReachCTP_CPD,2230
DAT001,2016,KPI_ReachDRER_CPD,0
DAT001,2016,KPI_ReachDRR_CPD,0
DAT001,2016,KPI_ReachH_CPD,2811208
DAT001,2016,KPI_ReachHI_CPD,
