doncode,year,kpi,value
DAF001,2012,KPI_Climate_CPD,
DAF001,2012,KPI_ClimateHeat_CPD,
DAF001,2012,KPI_ReachCTP_CPD,
DAF001,2012,KPI_ReachDRER_CPD,2361453
DAF001,2012,KPI_ReachDRR_CPD,
DAF001,2012,KPI_ReachH_CPD,
DAF001,2012,KPI_ReachHI_CPD,
DAF001,2012,KPI_ReachHPM_CPD,
DAF001,2012,KPI_ReachL_CPD,
DAF001,2012,KPI_ReachLTSPD_CPD,80000
DAF001,2012,KPI_ReachM_CPD,
DAF001,2012,KPI_ReachRCRCEd_CPD,
DAF001,2012,KPI_ReachS_CPD,
DAF001,2012,KPI_ReachSI_CPD,
DAF001,2012,KPI_ReachWASH_CPD,
DAF001,2012,KPI_TrainFA_Tot,
DAF001,2012,KPI_DonBlood_Tot,3190
DAF001,2012,KPI_GB_Tot,
DAF001,2012,KPI_PeopleVol_Tot,22500
DAF001,2012,KPI_PStaff_Tot,1687
DAF001,2012,KPI_noLocalUnits,41
DAF001,2012,KPI_IncomeLC_CHF,12161920
DAF001,2012,KPI_expenditureLC_CHF,9721594
DAL001,2012,KPI_Climate_CPD,
DAL001,2012,KPI_ClimateHeat_CPD,
DAL001,2012,KPI_ReachCTP_CPD,
DAL001,2012,KPI_ReachDRER_CPD,8600
DAL001,2012,KPI_ReachDRR_CPD,
DAL001,2012,KPI_ReachH_CPD,
DAL001,2012,KPI_ReachHI_CPD,
DAL001,2012,KPI_ReachHPM_CPD,
DAL001,2012,KPI_ReachL_CPD,
DAL001,2012,KPI_ReachLTSPD_CPD,15000
DAL001,2012,KPI_ReachM_CPD,
DAL001,2012,KPI_ReachRCRCEd_CPD,
DAL001,2012,KPI_ReachS_CPD,
DAL001,2012,KPI_ReachSI_CPD,
DAL001,2012,KPI_ReachWASH_CPD,
DAL001,2012,KPI_TrainFA_Tot,
DAL001,2012,KPI_DonBlood_Tot,0
DAL001,2012,KPI_GB_Tot,
DAL001,2012,KPI_PeopleVol_Tot,2480
DAL001,2012,KPI_PStaff_Tot,49
DAL001,2012,KPI_noLocalUnits,39
DAL001,2012,KPI_IncomeLC_CHF,1465608
DAL001,2012,KPI_expenditureLC_CHF,1583458
DDZ001,2012,KPI_Climate_CPD,
DDZ001,2012,KPI_ClimateHeat_CPD,
DDZ001,2012,KPI_ReachCTP_CPD,
DDZ001,2012,KPI_ReachDRER_CPD,3
DDZ001,2012,KPI_ReachDRR_CPD,
DDZ001,2012,KPI_ReachH_CPD,
DDZ001,2012,KPI_ReachHI_CPD,
DDZ001,2012,KPI_ReachHPM_CPD,
DDZ001,2012,KPI_ReachL_CPD,
DDZ001,2012,KPI_ReachLTSPD_CPD,
DDZ001,2012,KPI_ReachM_CPD,
DDZ001,2012,KPI_ReachRCRCEd_CPD,
DDZ001,2012,KPI_ReachS_CPD,
DDZ001,2012,KPI_ReachSI_CPD,
DDZ001,2012,KPI_ReachWASH_CPD,
DDZ001,2012,KPI_TrainFA_Tot,
DDZ001,2012,KPI_DonBlood_Tot,
DDZ001,2012,KPI_GB_Tot,
DDZ001,2012,KPI_PeopleVol_Tot,76
DDZ001,2012,KPI_PStaff_Tot,75
DDZ001,2012,KPI_noLocalUnits,48
DDZ001,2012,KPI_IncomeLC_CHF,0
DDZ001,2012,KPI_expenditureLC_CHF,0
DUS001,2012,KPI_Climate_CPD,
DUS001,2012,KPI_ClimateHeat_CPD,
DUS001,2012,KPI_ReachCTP_CPD,
